Nr. ,Name ,Wahlbe rechtigte,abgegeb. Stimmen,Wahlbet. in %,ungültige Stimmen,ungültige in %,gültige Stimmen,gültige in %,ÖVP Stimmen,ÖVP Ant. %,SPÖ Stimmen,SPÖ Ant. %,FPÖ Stimmen,FPÖ Ant. %,GRÜNE Stimmen,GRÜNE Ant. %,BZÖ Stimmen,BZÖ Ant. %,KPÖ Stimmen,KPÖ Ant. %,MATIN Stimmen,MATIN Ant. %,erste Eingabe Datum, Zeit,letzte Eingabe Datum
41312,Hofkirchen im Mühlkreis       ,1125,898,79.819999999999993,23,2.5600000000000001,875,97.439999999999998,485,55.43,194,22.170000000000002,60,6.8600000000000003,88,10.06,19,2.1699999999999999,14,1.6000000000000001,15,1.71,1-10-06,3:02:16 PM,1-10-06,3:02:16 PM
41313,Julbach                       ,1233,1057,85.730000000000004,42,3.9700000000000002,1015,96.030000000000001,444,43.740000000000002,401,39.509999999999998,60,5.9100000000000001,54,5.3200000000000003,22,2.1699999999999999,8,0.79000000000000004,26,2.5600000000000001,1-10-06,5:51:32 PM,1-10-06,5:51:32 PM
41314,Kirchberg ob der Donau        ,848,690,81.370000000000005,6,0.87,684,99.129999999999995,328,47.950000000000003,205,29.969999999999999,63,9.2100000000000009,47,6.8700000000000001,12,1.75,10,1.46,19,2.7799999999999998,1-10-06,4:22:34 PM,1-10-06,4:22:34 PM
41315,Klaffer am Hochficht          ,992,797,80.340000000000003,26,3.2599999999999998,771,96.739999999999995,320,41.5,333,43.189999999999998,59,7.6500000000000004,33,4.2800000000000002,9,1.1699999999999999,5,0.65000000000000002,12,1.5600000000000001,1-10-06,3:41:41 PM,1-10-06,3:41:41 PM
41316,Kleinzell im Mühlkreis        ,1115,894,80.180000000000007,30,3.3599999999999999,864,96.640000000000001,377,43.630000000000003,285,32.990000000000002,85,9.8399999999999999,75,8.6799999999999997,14,1.6200000000000001,6,0.68999999999999995,22,2.5499999999999998,1-10-06,4:01:49 PM,1-10-06,4:01:49 PM
41317,Kollerschlag                  ,1115,880,78.920000000000002,18,2.0499999999999998,862,97.950000000000003,488,56.609999999999999,234,27.149999999999999,77,8.9299999999999997,24,2.7799999999999998,15,1.74,1,0.12,23,2.6699999999999999,1-10-06,3:27:06 PM,1-10-06,3:27:06 PM
41318,Lembach im Mühlkreis          ,1198,972,81.140000000000001,30,3.0899999999999999,942,96.909999999999997,470,49.890000000000001,234,24.84,104,11.039999999999999,70,7.4299999999999997,22,2.3399999999999999,4,0.41999999999999998,38,4.0300000000000002,1-10-06,4:06:06 PM,1-10-06,4:06:06 PM
41319,Lichtenau im Mühlkreis        ,428,347,81.069999999999993,11,3.1699999999999999,336,96.829999999999998,201,59.82,71,21.129999999999999,24,7.1399999999999997,17,5.0599999999999996,9,2.6800000000000002,1,0.29999999999999999,13,3.8700000000000001,1-10-06,1:56:23 PM,1-10-06,1:56:23 PM
41320,Nebelberg                     ,487,435,89.319999999999993,7,1.6100000000000001,428,98.390000000000001,259,60.509999999999998,124,28.969999999999999,17,3.9700000000000002,17,3.9700000000000002,5,1.1699999999999999,2,0.46999999999999997,4,0.93000000000000005,1-10-06,3:31:13 PM,1-10-06,3:31:13 PM
41321,Neufelden                     ,941,723,76.829999999999998,19,2.6299999999999999,704,97.370000000000005,343,48.719999999999999,185,26.280000000000001,54,7.6699999999999999,81,11.51,14,1.99,5,0.70999999999999996,22,3.1299999999999999,1-10-06,2:46:00 PM,1-10-06,2:46:00 PM
41322,Niederkappel                  ,803,664,82.689999999999998,19,2.8599999999999999,645,97.140000000000001,393,60.93,136,21.09,65,10.08,26,4.0300000000000002,6,0.93000000000000005,1,0.16,18,2.79,1-10-06,1:56:46 PM,1-10-06,1:56:46 PM
41323,Niederwaldkirchen             ,1340,1078,80.450000000000003,20,1.8600000000000001,1058,98.140000000000001,610,57.659999999999997,209,19.75,82,7.75,91,8.5999999999999996,32,3.02,9,0.84999999999999998,25,2.3599999999999999,1-10-06,2:11:09 PM,1-10-06,2:11:09 PM
41324,Oberkappel                    ,507,398,78.5,9,2.2599999999999998,389,97.739999999999995,255,65.549999999999997,63,16.199999999999999,29,7.46,12,3.0800000000000001,19,4.8799999999999999,3,0.77000000000000002,8,2.0600000000000001,1-10-06,2:36:26 PM,1-10-06,2:36:26 PM
41325,Oepping                       ,1224,995,81.290000000000006,16,1.6100000000000001,979,98.390000000000001,537,54.850000000000001,239,24.41,69,7.0499999999999998,74,7.5599999999999996,29,2.96,9,0.92000000000000004,22,2.25,1-10-06,2:15:59 PM,1-10-06,2:15:59 PM
41326,Peilstein im Mühlviertel      ,1260,1052,83.489999999999995,36,3.4199999999999999,1016,96.579999999999998,564,55.509999999999998,280,27.559999999999999,82,8.0700000000000003,49,4.8200000000000003,19,1.8700000000000001,2,0.20000000000000001,20,1.97,1-10-06,4:46:01 PM,1-10-06,4:46:01 PM
41327,Pfarrkirchen im Mühlkreis     ,1098,873,79.510000000000005,15,1.72,858,98.280000000000001,547,63.75,137,15.970000000000001,74,8.6199999999999992,54,6.29,22,2.5600000000000001,4,0.46999999999999997,20,2.3300000000000001,1-10-06,3:36:12 PM,1-10-06,3:36:12 PM
41328,Putzleinsdorf                 ,1175,894,76.090000000000003,26,2.9100000000000001,868,97.090000000000003,526,60.600000000000001,130,14.98,93,10.710000000000001,52,5.9900000000000002,28,3.23,9,1.04,30,3.46,1-10-06,3:46:34 PM,1-10-06,3:46:34 PM
41329,Neustift im Mühlkreis         ,1104,860,77.900000000000006,12,1.3999999999999999,848,98.599999999999994,520,61.32,180,21.23,61,7.1900000000000004,54,6.3700000000000001,15,1.77,1,0.12,17,2,1-10-06,2:56:24 PM,1-10-06,2:56:24 PM
41330,Rohrbach in Oberösterreich    ,1864,1523,81.709999999999994,52,3.4100000000000001,1471,96.590000000000003,701,47.649999999999999,326,22.16,150,10.199999999999999,217,14.75,30,2.04,16,1.0900000000000001,31,2.1099999999999999,1-10-06,4:26:57 PM,1-10-06,4:26:57 PM
41331,St.Johann am Wimberg          ,733,603,82.260000000000005,14,2.3199999999999998,589,97.680000000000007,315,53.479999999999997,128,21.73,62,10.529999999999999,40,6.79,23,3.8999999999999999,3,0.51000000000000001,18,3.0600000000000001,1-10-06,1:17:49 PM,1-10-06,1:17:49 PM
41332,St.Martin im Mühlkreis        ,2693,2181,80.989999999999995,54,2.48,2127,97.519999999999996,1006,47.299999999999997,590,27.739999999999998,182,8.5600000000000005,232,10.91,49,2.2999999999999998,16,0.75,52,2.4399999999999999,1-10-06,4:27:09 PM,1-10-06,4:27:09 PM
41333,St.Oswald bei Haslach         ,410,374,91.219999999999999,9,2.4100000000000001,365,97.590000000000003,195,53.420000000000002,114,31.23,21,5.75,24,6.5800000000000001,7,1.9199999999999999,1,0.27000000000000002,3,0.81999999999999995,1-10-06,1:57:02 PM,1-10-06,1:57:02 PM
41334,St.Peter am Wimberg           ,1311,1095,83.519999999999996,38,3.4700000000000002,1057,96.530000000000001,644,60.93,191,18.07,95,8.9900000000000002,74,7,19,1.8,3,0.28000000000000003,31,2.9300000000000002,1-10-06,2:27:02 PM,1-10-06,2:27:02 PM
41335,St.Stefan am Walde            ,638,554,86.829999999999998,17,3.0699999999999998,537,96.930000000000007,288,53.630000000000003,138,25.699999999999999,39,7.2599999999999998,43,8.0099999999999998,16,2.98,7,1.3,6,1.1200000000000001,1-10-06,1:26:37 PM,1-10-06,1:26:37 PM
41336,St.Ulrich im Mühlkreis        ,468,384,82.049999999999997,10,2.6000000000000001,374,97.400000000000006,225,60.159999999999997,56,14.970000000000001,34,9.0899999999999999,47,12.57,5,1.3400000000000001,3,0.80000000000000004,4,1.0700000000000001,1-10-06,1:01:20 PM,1-10-06,1:01:20 PM
41337,St.Veit im Mühlkreis          ,924,734,79.439999999999998,12,1.6299999999999999,722,98.370000000000005,360,49.859999999999999,175,24.239999999999998,83,11.5,52,7.2000000000000002,20,2.77,7,0.96999999999999997,25,3.46,1-10-06,1:40:50 PM,1-10-06,1:40:50 PM
41338,Sarleinsbach                  ,1722,1393,80.890000000000001,35,2.5099999999999998,1358,97.489999999999995,866,63.770000000000003,236,17.379999999999999,118,8.6899999999999995,81,5.96,24,1.77,7,0.52000000000000002,26,1.9099999999999999,1-10-06,4:27:24 PM,1-10-06,7:49:36 PM
41339,Schlägl                       ,1076,848,78.810000000000002,25,2.9500000000000002,823,97.049999999999997,413,50.18,254,30.859999999999999,70,8.5099999999999998,50,6.0800000000000001,14,1.7,6,0.72999999999999998,16,1.9399999999999999,1-10-06,3:21:12 PM,1-10-06,4:34:13 PM
41340,Schönegg                      ,420,362,86.189999999999998,8,2.21,354,97.790000000000006,188,53.109999999999999,121,34.18,21,5.9299999999999997,9,2.54,1,0.28000000000000003,1,0.28000000000000003,13,3.6699999999999999,1-10-06,2:06:35 PM,1-10-06,2:06:35 PM
41341,Schwarzenberg am Böhmerwald   ,494,391,79.150000000000006,10,2.5600000000000001,381,97.439999999999998,216,56.689999999999998,98,25.719999999999999,32,8.4000000000000004,15,3.9399999999999999,13,3.4100000000000001,1,0.26000000000000001,6,1.5700000000000001,1-10-06,2:21:05 PM,1-10-06,2:21:05 PM
41342,Ulrichsberg                   ,2380,1823,76.599999999999994,55,3.02,1768,96.980000000000004,835,47.229999999999997,508,28.73,144,8.1400000000000006,144,8.1400000000000006,55,3.1099999999999999,32,1.8100000000000001,50,2.8300000000000001,1-10-06,4:27:37 PM,1-10-06,4:27:37 PM
41400,Bezirk Schärding                     ,42741,33388,78.120000000000005,821,2.46,32567,97.540000000000006,14888,45.710000000000001,8382,25.739999999999998,5418,16.640000000000001,1939,5.9500000000000002,940,2.8900000000000001,218,0.67000000000000004,782,2.3999999999999999,1-10-06,6:17:36 PM,1-10-06,7:29:15 PM
41401,Altschwendt                   ,488,408,83.609999999999999,6,1.47,402,98.530000000000001,190,47.259999999999998,98,24.379999999999999,58,14.43,27,6.7199999999999998,16,3.98,0,0,13,3.23,1-10-06,2:42:46 PM,1-10-06,6:18:39 PM
41402,Andorf                        ,3739,2898,77.510000000000005,51,1.76,2847,98.239999999999995,1052,36.950000000000003,969,34.039999999999999,490,17.210000000000001,180,6.3200000000000003,89,3.1299999999999999,13,0.46000000000000002,54,1.8999999999999999,1-10-06,5:48:57 PM,1-10-06,5:48:57 PM
41403,Brunnenthal                   ,1487,1130,75.989999999999995,25,2.21,1105,97.790000000000006,466,42.170000000000002,286,25.879999999999999,200,18.100000000000001,105,9.5,13,1.1799999999999999,10,0.90000000000000002,25,2.2599999999999998,1-10-06,5:38:32 PM,1-10-06,5:38:32 PM
41404,Diersbach                     ,1226,1027,83.769999999999996,24,2.3399999999999999,1003,97.659999999999997,480,47.859999999999999,234,23.329999999999998,135,13.460000000000001,64,6.3799999999999999,47,4.6900000000000004,11,1.1000000000000001,32,3.1899999999999999,1-10-06,3:52:02 PM,1-10-06,3:57:38 PM
41405,Dorf an der Pram              ,760,640,84.209999999999994,32,5,608,95,340,55.920000000000002,155,25.489999999999998,54,8.8800000000000008,40,6.5800000000000001,5,0.81999999999999995,4,0.66000000000000003,10,1.6399999999999999,1-10-06,1:51:08 PM,1-10-06,2:14:20 PM
41406,Eggerding                     ,979,767,78.349999999999994,23,3,744,97,385,51.75,145,19.489999999999998,126,16.940000000000001,45,6.0499999999999998,28,3.7599999999999998,4,0.54000000000000004,11,1.48,1-10-06,4:26:58 PM,1-10-06,4:26:58 PM
41407,Engelhartszell                ,831,633,76.170000000000002,22,3.48,611,96.519999999999996,313,51.229999999999997,139,22.75,84,13.75,36,5.8899999999999997,16,2.6200000000000001,6,0.97999999999999998,17,2.7799999999999998,1-10-06,3:17:60 PM,1-10-06,3:17:60 PM
41408,Enzenkirchen                  ,1366,1112,81.409999999999997,29,2.6099999999999999,1083,97.390000000000001,391,36.100000000000001,419,38.689999999999998,182,16.809999999999999,30,2.77,36,3.3199999999999998,9,0.82999999999999996,16,1.48,1-10-06,3:40:34 PM,1-10-06,3:40:34 PM
41409,Esternberg                    ,2076,1620,78.030000000000001,35,2.1600000000000001,1585,97.840000000000003,869,54.829999999999998,259,16.34,288,18.170000000000002,62,3.9100000000000001,39,2.46,12,0.76000000000000001,56,3.5299999999999998,1-10-06,5:38:57 PM,1-10-06,5:38:57 PM
41410,Freinberg                     ,1020,778,76.269999999999996,19,2.4399999999999999,759,97.560000000000002,399,52.57,214,28.190000000000001,85,11.199999999999999,24,3.1600000000000001,15,1.98,3,0.40000000000000002,19,2.5,1-10-06,6:17:36 PM,1-10-06,6:17:36 PM
41411,Kopfing im Innkreis           ,1579,1236,78.280000000000001,39,3.1600000000000001,1197,96.840000000000003,587,49.039999999999999,261,21.800000000000001,206,17.210000000000001,61,5.0999999999999996,43,3.5899999999999999,10,0.83999999999999997,29,2.4199999999999999,1-10-06,4:10:58 PM,1-10-06,4:10:58 PM
41412,Mayrhof                       ,190,170,89.469999999999999,4,2.3500000000000001,166,97.650000000000006,113,68.069999999999993,16,9.6400000000000006,28,16.870000000000001,5,3.0099999999999998,0,0,0,0,4,2.4100000000000001,1-10-06,12:48:45 AM,1-10-06,12:48:45 AM
41413,Münzkirchen                   ,1953,1508,77.209999999999994,34,2.25,1474,97.75,754,51.149999999999999,289,19.609999999999999,275,18.66,75,5.0899999999999999,41,2.7799999999999998,9,0.60999999999999999,31,2.1000000000000001,1-10-06,5:14:47 PM,1-10-06,5:14:47 PM
41414,Raab                          ,1783,1393,78.129999999999995,45,3.23,1348,96.769999999999996,545,40.43,283,20.989999999999998,291,21.59,120,8.9000000000000004,65,4.8200000000000003,10,0.73999999999999999,34,2.52,1-10-06,5:56:57 PM,1-10-06,5:56:57 PM
41415,Rainbach im Innkreis          ,1133,933,82.349999999999994,25,2.6800000000000002,908,97.319999999999993,466,51.32,226,24.890000000000001,138,15.199999999999999,42,4.6299999999999999,15,1.6499999999999999,4,0.44,17,1.8700000000000001,1-10-06,4:23:04 PM,1-10-06,4:23:04 PM
41416,Riedau                        ,1487,1111,74.709999999999994,34,3.0600000000000001,1077,96.939999999999998,369,34.259999999999998,417,38.719999999999999,171,15.880000000000001,69,6.4100000000000001,25,2.3199999999999998,5,0.46000000000000002,21,1.95,1-10-06,3:20:46 PM,1-10-06,3:20:46 PM
41417,St.Aegidi                     ,1248,1063,85.180000000000007,34,3.2000000000000002,1029,96.799999999999997,631,61.32,147,14.289999999999999,142,13.800000000000001,52,5.0499999999999998,26,2.5299999999999998,7,0.68000000000000005,24,2.3300000000000001,1-10-06,3:56:50 PM,1-10-06,3:56:50 PM
41418,St.Florian am Inn             ,2299,1786,77.689999999999998,21,1.1799999999999999,1765,98.819999999999993,642,36.369999999999997,601,34.049999999999997,316,17.899999999999999,110,6.2300000000000004,43,2.4399999999999999,14,0.79000000000000004,39,2.21,1-10-06,5:27:58 PM,1-10-06,5:27:58 PM
41419,St.Marienkirchen bei Schärding,1412,1045,74.010000000000005,28,2.6800000000000002,1017,97.319999999999993,469,46.119999999999997,193,18.98,203,19.960000000000001,88,8.6500000000000004,24,2.3599999999999999,9,0.88,31,3.0499999999999998,1-10-06,3:52:21 PM,1-10-06,3:52:21 PM
41420,St.Roman                      ,1328,1080,81.329999999999998,27,2.5,1053,97.5,659,62.579999999999998,105,9.9700000000000006,176,16.710000000000001,32,3.04,45,4.2699999999999996,11,1.04,25,2.3700000000000001,1-10-06,3:52:35 PM,1-10-06,3:58:37 PM
41421,St.Willibald                  ,887,732,82.530000000000001,23,3.1400000000000001,709,96.859999999999999,306,43.159999999999997,197,27.789999999999999,105,14.81,31,4.3700000000000001,49,6.9100000000000001,5,0.70999999999999996,16,2.2599999999999998,1-10-06,3:52:52 PM,1-10-06,3:52:52 PM
41422,Schärding                     ,3894,2749,70.599999999999994,46,1.6699999999999999,2703,98.329999999999998,833,30.82,942,34.850000000000001,553,20.460000000000001,239,8.8399999999999999,55,2.0299999999999998,17,0.63,64,2.3700000000000001,1-10-06,5:57:09 PM,1-10-06,6:12:11 PM
41423,Schardenberg                  ,1687,1297,76.879999999999995,24,1.8500000000000001,1273,98.150000000000006,756,59.390000000000001,203,15.949999999999999,178,13.98,61,4.79,31,2.4399999999999999,7,0.55000000000000004,37,2.9100000000000001,1-10-06,5:57:20 PM,1-10-06,5:57:20 PM
41424,Sigharting                    ,606,517,85.310000000000002,15,2.8999999999999999,502,97.099999999999994,290,57.770000000000003,75,14.94,78,15.539999999999999,15,2.9900000000000002,37,7.3700000000000001,1,0.20000000000000001,6,1.2,1-10-06,3:53:05 PM,1-10-06,3:54:53 PM
41425,Suben                         ,931,711,76.370000000000005,8,1.1299999999999999,703,98.870000000000005,299,42.530000000000001,199,28.309999999999999,104,14.789999999999999,45,6.4000000000000004,22,3.1299999999999999,1,0.14000000000000001,33,4.6900000000000004,1-10-06,5:57:31 PM,1-10-06,7:29:15 PM
41426,Taufkirchen an der Pram       ,2170,1692,77.969999999999999,52,3.0699999999999998,1640,96.930000000000007,626,38.170000000000002,567,34.57,277,16.890000000000001,91,5.5499999999999998,40,2.4399999999999999,8,0.48999999999999999,31,1.8899999999999999,1-10-06,4:49:03 PM,1-10-06,4:49:03 PM
41427,Vichtenstein                  ,469,369,78.680000000000007,16,4.3399999999999999,353,95.659999999999997,191,54.109999999999999,52,14.73,74,20.960000000000001,10,2.8300000000000001,11,3.1200000000000001,5,1.4199999999999999,10,2.8300000000000001,1-10-06,2:42:47 PM,1-10-06,2:44:17 PM
41428,Waldkirchen am Wesen          ,1023,870,85.040000000000006,26,2.9900000000000002,844,97.010000000000005,426,50.469999999999999,218,25.829999999999998,120,14.220000000000001,28,3.3199999999999998,18,2.1299999999999999,3,0.35999999999999999,31,3.6699999999999999,1-10-06,4:16:13 PM,1-10-06,4:16:13 PM
41429,Wernstein am Inn              ,1185,924,77.969999999999999,21,2.27,903,97.730000000000004,435,48.170000000000002,250,27.690000000000001,118,13.07,47,5.2000000000000002,25,2.77,5,0.55000000000000004,23,2.5499999999999998,1-10-06,3:41:51 PM,1-10-06,3:41:51 PM
41430,Zell an der Pram              ,1505,1189,79,33,2.7799999999999998,1156,97.219999999999999,606,52.420000000000002,223,19.289999999999999,163,14.1,105,9.0800000000000001,21,1.8200000000000001,15,1.3,23,1.99,1-10-06,5:57:51 PM,1-10-06,5:57:51 PM
41500,Bezirk Steyr-Land                    ,45109,36646,81.239999999999995,783,2.1400000000000001,35863,97.859999999999999,13599,37.920000000000002,13057,36.409999999999997,3753,10.460000000000001,3169,8.8399999999999999,1056,2.9399999999999999,257,0.71999999999999997,972,2.71,1-10-06,5:03:35 PM,1-10-06,6:04:09 PM
41501,Adlwang                       ,1229,979,79.659999999999997,17,1.74,962,98.260000000000005,469,48.75,200,20.789999999999999,146,15.18,74,7.6900000000000004,36,3.7400000000000002,5,0.52000000000000002,32,3.3300000000000001,1-10-06,3:20:52 PM,1-10-06,4:06:37 PM
41502,Aschach an der Steyr          ,1649,1337,81.079999999999998,18,1.3500000000000001,1319,98.650000000000006,602,45.640000000000001,389,29.489999999999998,110,8.3399999999999999,130,9.8599999999999994,39,2.96,14,1.0600000000000001,35,2.6499999999999999,1-10-06,3:25:38 PM,1-10-06,3:25:38 PM
41503,Bad Hall                      ,3632,2762,76.049999999999997,63,2.2799999999999998,2699,97.719999999999999,927,34.350000000000001,955,35.380000000000003,354,13.119999999999999,258,9.5600000000000005,128,4.7400000000000002,24,0.89000000000000001,53,1.96,1-10-06,4:31:56 PM,1-10-06,6:04:09 PM
41504,Dietach                       ,1973,1586,80.390000000000001,37,2.3300000000000001,1549,97.670000000000002,576,37.189999999999998,541,34.93,153,9.8800000000000008,181,11.68,50,3.23,16,1.03,32,2.0699999999999998,1-10-06,2:33:37 PM,1-10-06,2:33:37 PM
41505,Gaflenz                       ,1405,1175,83.629999999999995,30,2.5499999999999998,1145,97.450000000000003,559,48.82,341,29.780000000000001,99,8.6500000000000004,85,7.4199999999999999,37,3.23,10,0.87,14,1.22,1-10-06,2:31:58 PM,1-10-06,2:31:58 PM
41506,Garsten                       ,4995,4068,81.439999999999998,84,2.0600000000000001,3984,97.939999999999998,1443,36.219999999999999,1409,35.369999999999997,411,10.32,472,11.85,97,2.4300000000000002,30,0.75,122,3.0600000000000001,1-10-06,4:27:32 PM,1-10-06,4:27:32 PM
41507,Großraming                    ,2192,1897,86.540000000000006,43,2.27,1854,97.730000000000004,757,40.829999999999998,698,37.649999999999999,147,7.9299999999999997,152,8.1999999999999993,36,1.9399999999999999,11,0.58999999999999997,53,2.8599999999999999,1-10-06,4:32:16 PM,1-10-06,4:32:16 PM
41508,Laussa                        ,990,838,84.650000000000006,22,2.6299999999999999,816,97.370000000000005,355,43.5,242,29.66,78,9.5600000000000005,63,7.7199999999999998,40,4.9000000000000004,6,0.73999999999999999,32,3.9199999999999999,1-10-06,3:36:32 PM,1-10-06,3:36:32 PM
41509,Losenstein                    ,1353,1080,79.819999999999993,24,2.2200000000000002,1056,97.780000000000001,387,36.649999999999999,423,40.060000000000002,99,9.3800000000000008,91,8.6199999999999992,28,2.6499999999999999,2,0.19,26,2.46,1-10-06,3:23:29 PM,1-10-06,3:23:29 PM
41510,Maria Neustift                ,1234,1048,84.930000000000007,29,2.77,1019,97.230000000000004,592,58.100000000000001,212,20.800000000000001,102,10.01,61,5.9900000000000002,12,1.1799999999999999,6,0.58999999999999997,34,3.3399999999999999,1-10-06,3:43:40 PM,1-10-06,3:43:40 PM
41511,Pfarrkirchen bei Bad Hall     ,1632,1284,78.680000000000007,26,2.02,1258,97.980000000000004,429,34.100000000000001,437,34.740000000000002,180,14.31,118,9.3800000000000008,41,3.2599999999999998,10,0.79000000000000004,43,3.4199999999999999,1-10-06,3:20:34 PM,1-10-06,3:20:34 PM
41512,Reichraming                   ,1460,1231,84.319999999999993,13,1.0600000000000001,1218,98.939999999999998,243,19.949999999999999,732,60.100000000000001,97,7.96,83,6.8099999999999996,21,1.72,13,1.0700000000000001,29,2.3799999999999999,1-10-06,5:03:35 PM,1-10-06,5:03:35 PM
41513,Rohr im Kremstal              ,916,766,83.620000000000005,10,1.3100000000000001,756,98.689999999999998,323,42.719999999999999,261,34.520000000000003,68,8.9900000000000002,67,8.8599999999999994,18,2.3799999999999999,2,0.26000000000000001,17,2.25,1-10-06,2:15:46 PM,1-10-06,2:15:46 PM
41514,St.Ulrich bei Steyr           ,2428,1992,82.040000000000006,39,1.96,1953,98.040000000000006,826,42.289999999999999,567,29.030000000000001,198,10.140000000000001,242,12.390000000000001,48,2.46,14,0.71999999999999997,58,2.9700000000000002,1-10-06,4:02:45 PM,1-10-06,4:02:45 PM
41515,Schiedlberg                   ,965,780,80.829999999999998,14,1.79,766,98.209999999999994,449,58.619999999999997,167,21.800000000000001,70,9.1400000000000006,44,5.7400000000000002,14,1.8300000000000001,4,0.52000000000000002,18,2.3500000000000001,1-10-06,1:32:01 PM,1-10-06,1:32:01 PM
41516,Sierning                      ,6944,5602,80.670000000000002,121,2.1600000000000001,5481,97.840000000000003,1537,28.039999999999999,2564,46.780000000000001,683,12.460000000000001,375,6.8399999999999999,158,2.8799999999999999,29,0.53000000000000003,135,2.46,1-10-06,3:30:55 PM,1-10-06,3:30:55 PM
41517,Ternberg                      ,2574,2039,79.219999999999999,47,2.3100000000000001,1992,97.689999999999998,827,41.520000000000003,669,33.579999999999998,187,9.3900000000000006,181,9.0899999999999999,65,3.2599999999999998,12,0.59999999999999998,51,2.5600000000000001,1-10-06,4:08:34 PM,1-10-06,4:08:34 PM
41518,Waldneukirchen                ,1652,1382,83.659999999999997,28,2.0299999999999998,1354,97.969999999999999,629,46.450000000000003,364,26.879999999999999,156,11.52,94,6.9400000000000004,59,4.3600000000000003,12,0.89000000000000001,40,2.9500000000000002,1-10-06,2:16:53 PM,1-10-06,2:16:53 PM
41519,Weyer-Land                    ,1781,1516,85.120000000000005,40,2.6400000000000001,1476,97.359999999999999,462,31.300000000000001,687,46.539999999999999,121,8.1999999999999993,121,8.1999999999999993,31,2.1000000000000001,11,0.75,43,2.9100000000000001,1-10-06,4:10:44 PM,1-10-06,4:10:44 PM
41520,Weyer-Markt                   ,1787,1379,77.170000000000002,35,2.54,1344,97.459999999999994,392,29.170000000000002,595,44.270000000000003,143,10.640000000000001,113,8.4100000000000001,43,3.2000000000000002,11,0.81999999999999995,47,3.5,1-10-06,3:57:18 PM,1-10-06,3:57:18 PM
41521,Wolfern                       ,2318,1905,82.180000000000007,43,2.2599999999999998,1862,97.739999999999995,815,43.770000000000003,604,32.439999999999998,151,8.1099999999999994,164,8.8100000000000005,55,2.9500000000000002,15,0.81000000000000005,58,3.1099999999999999,1-10-06,4:27:57 PM,1-10-06,4:27:57 PM
41600,Bezirk Urfahr-Umgebung               ,61583,50211,81.530000000000001,1307,2.6000000000000001,48904,97.400000000000006,20086,41.07,14965,30.600000000000001,4658,9.5199999999999996,6309,12.9,1157,2.3700000000000001,393,0.80000000000000004,1336,2.73,1-10-06,6:17:40 PM,2-10-06,8:46:51 AM
41601,Alberndorf in der Riedmark    ,2818,2344,83.180000000000007,66,2.8199999999999998,2278,97.180000000000007,1011,44.380000000000003,641,28.140000000000001,260,11.41,239,10.49,36,1.5800000000000001,23,1.01,68,2.9900000000000002,1-10-06,3:46:52 PM,1-10-06,3:46:52 PM
41602,Altenberg bei Linz            ,3262,2736,83.870000000000005,50,1.8300000000000001,2686,98.170000000000002,1339,49.850000000000001,624,23.23,245,9.1199999999999992,329,12.25,72,2.6800000000000002,19,0.70999999999999996,58,2.1600000000000001,1-10-06,3:47:41 PM,1-10-06,3:47:41 PM
41603,Bad Leonfelden                ,3028,2506,82.760000000000005,92,3.6699999999999999,2414,96.329999999999998,1228,50.869999999999997,537,22.25,225,9.3200000000000003,242,10.02,62,2.5699999999999998,22,0.91000000000000003,98,4.0599999999999996,1-10-06,4:59:40 PM,1-10-06,4:59:40 PM
41604,Eidenberg                     ,1434,1166,81.310000000000002,35,3,1131,97,614,54.289999999999999,243,21.489999999999998,92,8.1300000000000008,122,10.789999999999999,22,1.95,10,0.88,28,2.48,1-10-06,3:38:22 PM,1-10-06,3:38:22 PM
41605,Engerwitzdorf                 ,6136,4955,80.75,146,2.9500000000000002,4809,97.049999999999997,1555,32.340000000000003,1722,35.810000000000002,535,11.119999999999999,682,14.18,124,2.5800000000000001,31,0.64000000000000001,160,3.3300000000000001,1-10-06,5:35:52 PM,1-10-06,10:58:36 PM
41606,Feldkirchen an der Donau      ,4049,3409,84.189999999999998,109,3.2000000000000002,3300,96.799999999999997,1241,37.609999999999999,1192,36.119999999999997,329,9.9700000000000006,309,9.3599999999999994,125,3.79,18,0.55000000000000004,86,2.6099999999999999,1-10-06,5:31:43 PM,1-10-06,5:31:43 PM
41607,Gallneukirchen                ,4757,3751,78.849999999999994,84,2.2400000000000002,3667,97.760000000000005,1130,30.82,1299,35.420000000000002,314,8.5600000000000005,735,20.039999999999999,64,1.75,25,0.68000000000000005,100,2.73,1-10-06,4:42:26 PM,1-10-06,4:42:26 PM
41608,Goldwörth                     ,673,543,80.680000000000007,13,2.3900000000000001,530,97.609999999999999,236,44.530000000000001,176,33.210000000000001,36,6.79,48,9.0600000000000005,20,3.77,4,0.75,10,1.8899999999999999,1-10-06,2:59:47 PM,1-10-06,2:59:47 PM
41609,Gramastetten                  ,3572,2929,82,64,2.1899999999999999,2865,97.810000000000002,1344,46.909999999999997,692,24.149999999999999,263,9.1799999999999997,416,14.52,68,2.3700000000000001,22,0.77000000000000002,60,2.0899999999999999,1-10-06,4:31:57 PM,1-10-06,4:31:57 PM
